RowNumber,CustomerId,Surname,Gender,Age,Balance,EstimatedSalary
8839,15731148,Isayeva,Male,33,108477.49,109096.71
8840,15774328,Boni,Male,40,144757.97,166656.18
8841,15646969,Anayolisa,Male,33,0,176921
8842,15718769,Fallaci,Male,36,113110.26,98413.1
8843,15610226,Fenton,Female,27,106414.57,77500.81
8844,15616270,Chao,Male,42,106920.91,119747.08
8845,15790717,Osinachi,Male,35,0,160387.98
8846,15635703,Chu,Female,39,131513.26,193715
8847,15616365,Obiuto,Female,53,0,28045.77
8848,15630244,Chu,Male,40,134320.23,150757.35
8849,15734714,Nash,Female,29,79715.36,82252.28
8850,15721433,Hixson,Female,38,74306.19,154395.56
8851,15590201,Fiorentini,Female,50,0,83866.35
8852,15590828,Chidimma,Male,42,126428.38,39830.1
8853,15752097,Chiazagomekpere,Male,38,99640.89,12429.22
8854,15800031,Laura,Male,43,66338.68,18772.5
8855,15630857,Wu,Female,39,0,9574.83
8856,15689953,Toscani,Male,43,128226.37,188486.94
8857,15759733,McMillan,Female,26,0,64716.08
8858,15810826,Chiekwugo,Male,36,0,84749.96
8859,15668009,Hendley,Male,37,0,180551.76
8860,15743456,Birnie,Female,32,0,60907.49
8861,15725762,Kemp,Male,24,122168.65,174107.04
8862,15761713,Johnstone,Female,43,178074.33,110405.9
8863,15769246,Lo Duca,Male,59,135078.41,187636.06
8864,15781129,Montgomery,Male,38,69434.4,66580.13
8865,15599124,Miller,Female,29,0,178779.52
8866,15639004,Chiemezie,Male,72,0,70783.61
8867,15810995,Wright,Male,34,122726.56,46772.36
8868,15653773,Shaw,Female,38,164496.99,163327.27
8869,15708357,Chapman,Female,38,0,103760.53
8870,15733597,Y?an,Female,41,150219.41,107839.03
8871,15789560,Clark,Male,42,187534.79,32900.41
8872,15699524,Howells,Female,30,0,193984.6
8873,15626475,Gamble,Male,30,0,140889.32
8874,15810839,Rogers,Male,34,103108.17,125646.82
8875,15684318,McMillan,Female,50,96486.57,20344.02
8876,15768120,Brown,Male,36,90560.48,174268.87
8877,15712807,Robertson,Male,46,131764.96,108500.66
8878,15696371,Thomas,Female,24,92476.88,83247.14
8879,15675794,Hsing,Male,47,152076.93,121840.2
8880,15774277,Chiu,Male,43,0,132908.07
8881,15603764,Chang,Male,49,0,100075.1
8882,15618647,Kornilova,Male,29,43504.42,119327.75
8883,15614643,Chifo,Female,39,0,136737.13
8884,15707696,Lu,Female,28,0,22356.97
8885,15749583,Bellucci,Female,38,93569.86,10137.34
8886,15815125,Michael,Male,45,102486.21,158379.25
8887,15779620,Sinclair,Male,36,0,94570.56
8888,15768233,Chukwuebuka,Male,37,114346.3,980.93
8889,15637788,Schmidt,Male,23,110203.77,95583.45
8890,15777046,Parry,Female,39,128362.59,86044.98
8891,15788723,McIntyre,Female,49,143888.22,166236.38
8892,15790489,Lo Duca,Male,34,170600.78,5240.53
8893,15739476,Ferrari,Female,32,0,150684.23
8894,15612670,Berry,Female,46,0,129508.96
8895,15631222,Cattaneo,Female,39,75339.64,70665.16
8896,15658972,Foster,Female,40,122038.34,102085.35
8897,15724691,Gordon,Male,34,0,195052.12
8898,15740442,May,Male,51,186825.57,93739.71
8899,15760427,Cameron,Male,40,124788.18,65612.12
8900,15677939,Ch'eng,Female,41,0,160095.48
8901,15611599,Curtis,Female,71,0,49506.82
8902,15633474,Whitehead,Male,51,138553.57,92406.22
8903,15671973,Chukwuemeka,Male,39,0,7415.96
8904,15790019,Onwughara,Male,35,105387.89,25059.06
8905,15737735,Grant,Male,40,95053.1,116816.54
8906,15661745,Browne,Male,36,0,144078.02
8907,15797065,Goloubev,Female,32,0,126675.62
8908,15710671,Gordon,Male,34,137361.96,183682.09
8909,15656522,Sutherland,Male,32,158537.42,166850.57
8910,15705085,Quesada,Female,29,0,27359.19
8911,15744873,Wright,Female,48,143595.87,101314.65
8912,15781914,Simmons,Male,32,169947.41,27979.16
8913,15637354,Yobachukwu,Female,24,148167.83,109470.34
8914,15717307,Read,Male,31,0,93713.13
8915,15746695,Wunder,Female,39,48023.83,74870.99
8916,15804962,Nnaife,Male,36,155655.46,192387.51
8917,15665378,Shen,Female,46,0,73457.55
8918,15757865,Powell,Male,62,0,61120.75
8919,15578787,Goddard,Female,52,0,90964.54
8920,15794323,Buckley,Male,32,121240.76,116969.73
8921,15697546,McIntyre,Female,36,0,92118.75
8922,15629519,Yen,Female,37,0,48357.9
8923,15624703,Okonkwo,Male,35,129847.75,197325.4
8924,15570002,Burlingame,Female,55,118772.71,135853.62
8925,15808566,Hs?,Male,46,0,169122.54
8926,15805463,Board,Male,32,105163.88,164170.46
8927,15709136,Adams,Male,28,0,199909.32
8928,15801605,Rizzo,Female,39,0,83295.09
8929,15567855,Chukwufumnanya,Female,29,0,39382.06
8930,15675141,Fraser,Female,35,93934.63,184748.23
8931,15665759,Russell,Female,69,117866.92,62280.91
8932,15761487,Yefimova,Female,55,0,196794.11
8933,15700394,Palermo,Female,26,122857.46,144682.17
8934,15631162,Bergamaschi,Male,32,0,196342.66
8935,15630641,Shao,Female,37,127103.97,41516.44
8936,15585066,Chimaraoke,Female,43,0,112026.1
8937,15722991,McGregor,Male,54,96402.96,52035.29
8938,15737404,Kesteven,Male,31,132512.26,185466.85
8939,15722409,Ritchie,Male,47,107604.66,80149.27
8940,15806420,Jenks,Male,34,0,170980.86
8941,15658148,Udokamma,Male,38,0,185827.74
8942,15810660,Boyle,Male,34,120875.23,113407.26
8943,15709780,Azuka,Female,37,71786.9,67734.79
8944,15727350,Pai,Female,37,113143.12,3363.36
8945,15752312,Howells,Male,49,150777.72,135757.27
8946,15616745,Hs?,Male,35,174894.53,22314.55
8947,15572294,Kelly,Male,28,0,129526.57
8948,15674110,Walton,Female,43,160416.56,37266.43
8949,15662501,Ebelechukwu,Male,48,91246.53,60017.46
8950,15649239,Vasilieva,Male,46,0,153015.42
8951,15700424,Hsiao,Female,35,0,54209.02
8952,15636388,Abrego,Female,23,98775.23,114603.96
8953,15713975,Gibson,Female,47,139756.12,165849.49
8954,15592925,Giordano,Male,42,177626.77,16392.72
8955,15581626,Mancini,Male,54,0,162719.69
8956,15641319,Afanasyeva,Male,50,0,107112.25
8957,15723481,Wright,Male,42,0,41823.22
8958,15787825,Okwudiliolisa,Male,37,152496.82,99907.29
8959,15710726,Hughes,Male,52,0,178229.04
8960,15627195,Parrott,Male,26,112930.28,22095.73
8961,15657957,Hughes,Female,26,113674.2,197861.16
8962,15676117,Zinachukwudi,Male,44,0,138328.24
8963,15607874,Keane,Male,38,144450.58,137276.83
8964,15796993,McCollum,Male,52,171236.3,21834.4
8965,15649858,Simpson,Male,37,96776.49,119890.86
8966,15811032,Gambrell,Female,58,145984.92,24564.7
8967,15679963,Moretti,Male,43,96353.8,10209.8
8968,15579131,Ricci,Male,25,0,83449.65
8969,15572428,Rieke,Female,33,115777.23,81508.1
8970,15622461,Ndubuagha,Female,51,122822,32626.21
8971,15636105,Chung,Male,61,0,43982.41
8972,15583849,Ts'ai,Male,40,0,124874.23
8973,15718780,Cox,Female,32,79450.09,118324.75
8974,15739271,Lei,Male,33,122394,22113.93
8975,15697129,Ulyanova,Female,43,0,31962.77
8976,15763415,Gray,Male,41,134378.89,105746.94
8977,15796617,McGregor,Male,29,0,39925.52
8978,15626628,Tretiakova,Female,31,88161.85,127630.88
8979,15765857,Genovesi,Male,41,142412.13,28778.98
8980,15742511,Gordon,Male,35,121030.9,10008.68
8981,15786433,Aitken,Female,35,165982.43,24482.16
8982,15685805,Ginikanwa,Female,35,0,98618.79
8983,15627971,Coates,Female,32,206663.75,16281.94
8984,15783025,Piazza,Male,37,94661.53,121239.65
8985,15726289,Cawood,Male,25,174400.36,42669.37
8986,15802118,Ignatieff,Male,41,123428.69,164924.11
8987,15607990,Gallo,Male,43,175735.5,157337.29
8988,15695932,Yelverton,Male,36,78381.13,153831.6
8989,15812279,William,Male,37,115345.86,168781.8
8990,15687558,Mault,Female,31,118613.34,168469.65
8991,15729065,Mackay,Male,28,109960.06,170829.87
8992,15698902,McIntyre,Female,42,142703.4,86207.49
8993,15570192,Henry,Female,40,121729.42,61164.45
8994,15809265,Kao,Female,35,0,133287.73
8995,15745201,Frewin,Female,43,139496.35,77128.23
8996,15580623,Yefremova,Male,28,0,77660.03
8997,15578156,Anenechukwu,Male,32,138521.83,56897.1
8998,15631063,Trentino,Female,33,0,72945.32
8999,15692577,Tomlinson,Female,38,83727.68,45418.12
9000,15810910,Royston,Female,38,0,158527.45
9001,15723217,Cremonesi,Male,37,0,111312.96
9002,15733111,Yeh,Male,32,124179.3,138759.15
9003,15610727,Ch'in,Male,36,128829.25,190588.59
9004,15792720,Martinez,Male,33,171490.78,79099.64
9005,15723153,Wearing,Male,33,0,138613.21
9006,15802823,Maclean,Female,38,0,194230.82
9007,15756118,T'ao,Male,20,0,110252.53
9008,15684934,Rose,Male,31,0,106117.3
9009,15776936,Whitworth,Male,40,160818.08,169642.13
9010,15729087,Suttor,Male,54,156367.6,116179.92
9011,15786463,Hsing,Female,59,121669.93,91.75
9012,15717498,Boni,Male,42,133970.22,187839.9
9013,15718406,Marshall,Male,41,0,121098.65
9014,15799468,Catchpole,Female,34,96127.27,30972.06
9015,15626383,Tang,Male,60,121907.97,30314.04
9016,15597385,Siddons,Male,41,0,14479.29
9017,15570271,Wan,Male,31,0,196395.25
9018,15690330,Efimov,Female,40,77701.64,19512.38
9019,15680611,Rose,Male,67,0,72318.77
9020,15810227,Fanucci,Male,34,0,96615.23
9021,15807194,Iweobiegbulam,Male,34,113922.44,30772.22
9022,15712199,Ijendu,Female,61,183997.7,161217.18
9023,15694995,O'Sullivan,Male,23,0,66795.78
9024,15723400,Hutchinson,Male,28,0,123969.64
9025,15654772,Kwemto,Female,47,89799.46,13783.77
9026,15574743,Chiu,Male,29,0,168924.41
9027,15807593,Berry,Female,36,85660.96,134778.01
9028,15686718,Hung,Male,37,115569.21,119782.89
9029,15695299,Mordvinova,Female,45,81828.22,52167.97
9030,15722701,Bruno,Male,18,132694.73,167689.56
9031,15799635,Arbour,Male,51,108867,140800.66
9032,15742323,Barese,Male,39,0,19823.02
9033,15658435,Hingston,Female,27,0,72969.9
9034,15586029,Davis,Male,34,96152.68,143711.02
9035,15772337,Lawrence,Female,49,153855.52,180862.26
9036,15807555,Chung,Male,45,0,125658.28
9037,15603378,Padovano,Female,36,141334.95,125870.5
9038,15792862,Blinova,Male,41,104584.11,15126.32
9039,15657349,Carter,Female,50,98173.02,22457.25
9040,15777614,Webb,Female,44,0,82614.89
9041,15653952,T'an,Female,38,135157.05,32919.42
9042,15724336,Yates,Female,49,171601.27,126223.84
9043,15689594,Su,Male,29,179539.2,112010.02
9044,15801920,Christian,Male,39,80615.46,180962.32
9045,15653347,Chiu,Male,47,0,128882.66
9046,15749951,Sacco,Male,27,126285.73,177614.17
9047,15648178,Lettiere,Female,23,137964.51,174570.55
9048,15738662,Daluchi,Male,41,159434.03,178373.93
9049,15640855,T'ien,Male,40,113574.61,103396.08
9050,15584288,Hung,Female,33,0,59129.72
9051,15760988,Liu,Male,33,124573.33,683.37
9052,15569624,Feng,Female,31,105864.6,145567.34
9053,15597949,Gilbert,Female,47,104552.61,48137.08
9054,15604551,Robb,Female,35,0,90876.95
9055,15617476,Manfrin,Female,30,0,198543.09
9056,15645323,Chinwenma,Male,55,0,106202.07
9057,15793311,Smith,Female,46,119492.88,166896.01
9058,15764153,Rowe,Female,33,130499.09,74804.36
9059,15802560,Moran,Female,48,140576.11,116971.05
9060,15728608,Walker,Female,34,91025.58,163783
9061,15770474,Myers,Female,33,0,70221.13
9062,15724444,Wall,Female,38,125877.65,107841.77
9063,15753110,McKay,Male,64,45752.78,79623.28
9064,15711521,Egobudike,Male,39,121778.71,138399.67
9065,15632816,Williams,Female,49,127948.57,182765.14
9066,15693637,Ochoa,Female,30,0,186648.19
9067,15725509,Otutodilinna,Male,30,115286.68,149587.92
9068,15684645,Ajuluchukwu,Male,41,62078.21,129050.67
9069,15692235,Bellucci,Female,38,0,47764.99
9070,15777459,Gordon,Female,32,175406.13,172792.43
9071,15656937,Johnston,Male,26,131643.25,64436.16
9072,15610643,De Luca,Male,44,151739.65,167461.5
9073,15777315,Hill,Male,43,93616.35,98348.66
9074,15611058,Eluemuno,Female,60,138597.54,41536.59
9075,15630413,Howarth,Female,41,0,72462.25
9076,15635942,Thomson,Male,40,0,112465.19
9077,15648858,King,Female,27,85225.21,64511.44
9078,15810732,Grant,Female,36,148749.29,91830.75
9079,15705448,Gilbert,Male,52,130013.12,190806.36
9080,15730488,Richmond,Female,27,0,112311.15
9081,15620443,Fiorentino,Female,81,0,72276.24
9082,15741078,Greece,Male,54,111729.47,84920.49
9083,15753161,Dickson,Female,36,180169.44,17348.56
9084,15711396,Henderson,Male,40,0,82870.75
9085,15593499,Stevens,Female,47,0,32080.69
9086,15579189,Mitchell,Female,42,0,120512.08
9087,15743545,Nworie,Female,29,0,179032.68
9088,15791316,Boni,Male,35,0,95623.28
9089,15608246,Wentcher,Female,36,103914.17,110035.88
9090,15676526,Bentley,Female,34,88772.87,168822.01
9091,15813911,Hayes-Williams,Female,39,0,77705.75
9092,15630195,Johnstone,Female,40,131184.67,49815.62
9093,15736250,Johnstone,Male,38,117810.79,65632.33
9094,15671334,Nixon,Male,31,0,169361.89
9095,15574169,Trevisano,Female,32,92466.21,4721.3
9096,15718839,Tsui,Female,38,102741.15,23974.85
9097,15762331,Moss,Male,37,178755.84,199929.17
9098,15606901,Graham,Male,43,0,40023.7
9099,15713559,Onyemauchechukwu,Female,32,146602.25,72946.95
9100,15768881,Saunders,Male,29,0,170421.13
9101,15743075,Ko,Male,35,0,58879.11
9102,15660980,Cairns,Male,38,115702.67,25059.05
9103,15810942,Chiemela,Female,61,137655.31,29909.84
9104,15728362,Robertson,Female,29,0,158043.11
9105,15683339,P'eng,Female,34,59877.33,14032.62
9106,15685476,Tseng,Male,31,100082.14,49809.88
9107,15663650,Russell,Male,52,107304.39,28806.32
9108,15617434,Yen,Male,38,0,90490.33
9109,15622470,Yeh,Male,41,96032.22,75825.57
9110,15703682,Kalinina,Male,33,0,158336.36
9111,15727391,Collier,Male,29,144553.5,143454.95
9112,15711062,Thomas,Male,40,86172.81,117279.49
9113,15567339,Shaw,Male,73,0,114283.33
9114,15760662,Francis,Female,29,87212.8,994.86
9115,15605737,George,Male,36,0,124795.84
9116,15692977,Ikenna,Female,36,130700.92,77592.8
9117,15672082,Schatz,Male,62,0,105986.01
9118,15600280,Tao,Female,32,0,33606.52
9119,15804052,Scott,Male,23,0,134188.11
9120,15576065,Sims,Female,40,171325.98,159718.27
9121,15796838,Chibugo,Male,58,92930.92,85148.78
9122,15693526,Ku,Female,40,0,119059.13
9123,15748595,Stanton,Female,29,77556.79,122998.26
9124,15679029,Kung,Male,33,102874.28,117841.06
9125,15753639,Gibson,Male,37,146093.39,160593.41
9126,15604138,Iheanacho,Male,34,0,174189.04
9127,15666095,Costa,Male,51,79811.72,68260.27
9128,15643487,Sal,Male,39,105473.74,58854.88
9129,15764033,Lin,Female,43,121927.92,87994.95
9130,15747288,Ferri,Female,40,61671.19,150659.35
9131,15790599,Yin,Female,39,149363.12,109098.39
9132,15737705,Avdeyeva,Female,27,152309.37,104112
9133,15737194,Tu,Female,33,0,122949.71
9134,15726776,Donnelly,Male,36,111629.29,21807.16
9135,15804357,Loggia,Male,40,0,32319.93
9136,15664432,Chao,Female,49,96296.78,190457.87
9137,15688984,Belonwu,Male,20,95830.43,177738.98
9138,15583026,Welch,Female,38,135919.33,80425.65
9139,15771668,Henderson,Male,59,185966.64,9445.42
9140,15779904,Yobanna,Female,29,0,174825.57
9141,15784323,Gallo,Female,21,0,175743.92
9142,15756277,Wilson,Female,43,92244.83,54949.73
9143,15663312,Marino,Female,35,112727.06,183752.91
9144,15793197,Bailey,Female,34,100359.54,46038.28
9145,15731463,Gboliwe,Male,43,105301.5,78941.59
9146,15621768,Chukwuhaenye,Male,45,112994.65,198398.68
9147,15691323,Bianchi,Male,40,89025.88,188892.19
9148,15781326,Ford,Male,35,95478.17,169286.74
9149,15595640,Rizzo,Male,37,0,145004.39
9150,15814331,Lung,Female,43,119127.46,55809.92
9151,15602030,Ramirez,Male,28,128206.79,54272.12
9152,15747974,Sabbatini,Male,49,0,192440.54
9153,15611315,Ts'ao,Female,23,71433.08,103697.57
9154,15636977,Trevisan,Male,36,118214.32,119110.03
9155,15690337,Chinwenma,Female,27,102258.11,194681.6
9156,15680666,Berry,Female,39,151963.26,158948.63
9157,15679551,Colombo,Female,46,163764.84,165122.55
9158,15778915,Harris,Female,32,128551.36,189402.71
9159,15568849,Bryan,Female,31,118158.74,158027.57
9160,15747762,Chigozie,Male,32,118520.41,3815.48
9161,15753679,Mullawirraburka,Male,24,0,162809.2
9162,15750049,Steele,Male,40,163823.37,89519.47
9163,15606097,Zakharov,Male,63,104469.58,25165.36
9164,15802368,Ch'eng,Female,47,0,126012.57
9165,15767488,Berry,Male,36,0,20109.21
9166,15669946,Jen,Female,46,141726.88,58257.23
9167,15612103,Wang,Female,35,137852.96,172269.21
9168,15645353,Chubb,Male,26,0,29818.2
9169,15650018,Chen,Female,43,154100.3,114659.81
9170,15659002,Mazzanti,Female,45,0,147184.74
9171,15616028,T'ao,Male,30,0,15039.41
9172,15660475,Ndubueze,Female,54,0,76621.49
9173,15652615,Ferri,Male,39,140004.96,92985.78
9174,15653572,Thornton,Male,43,127132.96,6009.27
9175,15628059,DeRose,Male,61,0,191370.97
9176,15703413,Montes,Female,38,125328.56,188225.67
9177,15610433,Kwemto,Male,35,0,11743.89
9178,15770548,Lucchese,Female,28,139986.65,136846.75
9179,15645637,Huggins,Female,39,119787.76,164248.33
9180,15590888,Wade,Female,34,107556.06,154631.35
9181,15568326,Kenenna,Female,44,0,149665.65
9182,15655368,Wheeler,Male,47,0,91574.92
9183,15665579,Cartwright,Female,28,142705.95,127233.39
9184,15676091,Iloerika,Male,42,0,56650.47
9185,15716984,Palermo,Female,56,0,84644.76
9186,15715078,Nkemakolam,Male,35,161613.94,148238.16
9187,15569452,Butler,Female,58,116353.2,193502.9
9188,15628863,Calabresi,Male,38,60013.81,38020.05
9189,15778192,Nkemdilim,Male,28,0,176750.81
9190,15793723,Ch'iu,Male,32,144272.07,176580.63
9191,15798943,Alexander,Female,46,0,133059.15
9192,15764708,Chiabuotu,Male,30,117696.67,100843.82
9193,15791040,Vasilyeva,Male,58,79954.61,30484.19
9194,15631512,Schneider,Female,26,149989.39,42330.58
9195,15640106,Mason,Male,40,124339.9,193309.58
9196,15710315,Chukwukadibia,Male,29,135759.4,112813.79
9197,15771535,Tsui,Female,37,0,68008.85
9198,15611947,Banks,Male,34,83074,132673.22
9199,15670266,Shih,Female,28,141792.61,22001.91
9200,15609083,Tretiakova,Female,26,0,100200.4
9201,15567923,Barese,Female,30,0,122604.44
9202,15788183,Longo,Female,43,106870.12,100564.37
9203,15735782,MacDonald,Male,31,120962.59,5419.31
9204,15774401,Chambers,Male,51,0,123587.83
9205,15737971,Cowen,Female,30,0,13935.32
9206,15758750,Iweobiegbunam,Male,31,110527.17,87060.77
9207,15611767,Mai,Female,52,133723.43,4859.59
9208,15643770,Yu,Female,52,112670.48,21085.17
9209,15744717,Duffy,Female,44,0,26733.86
9210,15570681,Chiang,Male,24,116084.32,89734.7
9211,15792650,Watts,Male,36,0,179540.73
9212,15605531,Daly,Female,38,0,173219.09
9213,15605339,Baker,Female,37,0,37411.35
9214,15672216,Uvarov,Female,40,82441.75,80852.11
9215,15812893,Costa,Female,39,0,43174.49
9216,15624180,Genovesi,Female,37,134171.8,70927.11
9217,15701364,Doherty,Male,30,0,54265.55
9218,15762588,Kaleski,Male,31,0,41872.17
9219,15806318,Wright,Female,48,124442.38,15068.53
9220,15712596,Huang,Male,31,0,25950.49
9221,15600399,Trentino,Male,60,0,197727.14
9222,15576216,Chienezie,Female,37,108862.76,79555.08
9223,15620750,Sugden,Male,28,141099.43,15607.27
9224,15623489,Tu,Female,67,128843.67,134612.48
9225,15667944,Onuchukwu,Male,39,86843.61,159830.58
9226,15584928,Ugochukwutubelum,Female,32,120074.97,162961.79
9227,15779913,Davidson,Male,27,130231.8,192427.16
9228,15644977,Goddard,Female,31,0,92647.94
9229,15749679,Beck,Male,39,109724.38,180022.39
9230,15629010,Beam,Female,35,111743.43,183584.14
9231,15768465,Sheppard,Male,35,121309.17,28750.67
9232,15767781,Godfrey,Male,38,82697.28,74846.67
9233,15635364,Gray,Female,49,44301.43,89729.3
9234,15722004,Hsiung,Female,31,138317.94,61843.73
9235,15766044,Cameron,Male,49,120688.61,24770.22
9236,15586680,Fleming,Male,27,176913.52,80587.27
9237,15635388,Austin,Male,47,89047.14,116286.25
9238,15655175,Wallace,Male,40,114318.78,129333.69
9239,15639133,Ku,Female,50,0,129372.94
9240,15799653,Fiorentino,Female,32,94753.55,18149.03
9241,15723872,Buccho,Female,46,0,168369.37
9242,15775627,Gordon,Male,35,0,67431.28
9243,15630704,Haworth,Male,32,106520.73,177092.16
9244,15815534,Guidry,Male,37,134006.39,93736.69
9245,15697249,Lettiere,Female,25,132837.7,131647.31
9246,15681316,Tai,Female,41,120549.29,175722.31
9247,15682523,Chigozie,Male,20,139432.55,85606.83
9248,15650244,Bezrukov,Male,29,80895.44,64945.57
9249,15648638,Chia,Male,34,0,190347.72
9250,15795747,Sheppard,Female,39,171646.76,100791.36
9251,15607330,Vasilyev,Male,42,109121.71,167873.49
9252,15624013,Maxwell,Female,39,109844.81,25289.23
9253,15800805,Maher,Female,31,140931.82,20388.77
9254,15667321,Cocci,Male,49,0,145089.64
9255,15601116,P'an,Male,32,0,179093.26
9256,15622033,Rapuluchukwu,Female,41,101543.51,16025.17
9257,15758451,Azuka,Male,37,102708.77,9087.81
9258,15688689,Esposito,Female,37,149000.91,21472.42
9259,15652674,Hou,Male,20,83459.86,146752.67
9260,15806327,Cyril,Female,40,75893.11,132562.23
9261,15649618,Tomlinson,Female,39,167395.6,139537.43
9262,15677117,Crawford,Female,61,0,133672.61
9263,15751445,Chikwado,Female,52,71283.09,38984.37
9264,15749669,Hargreaves,Female,31,0,115217.59
9265,15656351,Laidley,Male,60,0,93844.82
9266,15667438,Ferguson,Female,38,104016.88,22068.83
9267,15682273,Burns,Female,38,127616.56,123846.07
9268,15580912,McNeill,Male,32,154737.88,172638.13
9269,15785183,Chukwuebuka,Male,29,0,1591.19
9270,15705383,Shen,Male,35,125476.31,91775.51
9271,15712903,Diaz,Female,21,176511.08,153920.22
9272,15774285,Kentish,Female,47,110783.28,71420.16
9273,15583138,Persse,Male,42,141642.92,172149.76
9274,15740160,Okwukwe,Male,31,0,54706.75
9275,15793425,Watt,Female,33,0,183358.21
9276,15749265,Carslaw,Male,42,75681.52,57098
9277,15623989,Griffin,Male,54,0,156910.46
9278,15604832,Hsia,Male,29,0,130224.73
9279,15584580,Fyodorova,Male,35,161111.45,13946.66
9280,15573854,Chukwujekwu,Male,62,0,38652.96
9281,15614847,Townsend,Female,45,72494.69,140041.78
9282,15679966,Marsh,Female,31,133964.3,166187.1
9283,15799435,Hayes,Male,34,0,139919.38
9284,15752186,Padovano,Female,27,0,28137.03
9285,15705544,Ma,Male,61,157201.48,50368.63
9286,15713632,Ham,Female,48,95679.29,94978.1
9287,15586523,Paten,Female,29,106230.92,69903.93
9288,15609176,Cawthorne,Female,32,0,177607.77
9289,15769308,Herbert,Female,36,81231.85,196731.08
9290,15676810,Jen,Female,31,81480.27,65234.6
9291,15634591,Saunders,Male,33,73059.38,186281
9292,15679804,Esquivel,Male,36,117559.05,111573.3
9293,15677764,Chao,Female,74,186445.31,196767.83
9294,15571917,Eluemuno,Female,38,137657.71,72985.61
9295,15574608,Sidorova,Male,36,133889.35,143265.65
9296,15740868,Pirogova,Female,45,134562.8,159268.67
9297,15702442,Benson,Female,56,100781.75,54448.41
9298,15699797,Santana,Male,30,174356.13,31928.5
9299,15648047,Williamson,Male,27,190125.43,21793.59
9300,15766826,North,Male,26,146266,21903.62
9301,15591628,Davies,Male,41,164046.1,49405.93
9302,15583857,Siciliano,Female,43,123536.52,154908.52
9303,15752534,Mironov,Male,36,0,182867.84
9304,15741403,Amechi,Female,38,171848.38,16957.45
9305,15783589,Toscano,Male,40,0,93717.55
9306,15598046,Su,Female,39,139562.05,61636.22
9307,15643330,Chukwuemeka,Male,37,0,95864.5
9308,15680405,P'eng,Male,40,168001.34,167400.29
9309,15728683,Lombardo,Male,27,0,131534.96
9310,15621644,Lombardi,Male,83,123356.63,92934.41
9311,15733032,Butler,Male,47,0,119808.64
9312,15608381,Dean,Male,50,125845.66,9439.31
9313,15658946,Piccio,Male,40,45408.85,18732.91
9314,15757912,Bradley,Female,37,125977.81,160162.42
9315,15645371,Cameron,Female,51,147262.11,53630.9
9316,15653110,Chan,Male,42,133767.19,36405.21
9317,15766355,Lettiere,Male,49,108806.96,61446.92
9318,15585249,Mironova,Male,42,106036.52,194686.78
9319,15611786,Tsui,Female,69,0,134483.07
9320,15575486,Okoli,Female,27,0,37769.98
9321,15780215,Berry,Male,31,0,2382.61
9322,15686099,Ruse,Male,61,82182.1,106826.92
9323,15739042,Bogolyubov,Female,35,0,39511.61
9324,15815316,Kennedy,Male,50,76817,196371.13
9325,15778489,Bolton,Male,71,142550.25,122506.78
9326,15786389,Chuang,Female,41,0,61994.2
9327,15601787,Greco,Male,35,103711.56,192464.21
9328,15624715,Ma,Female,40,0,5194.95
9329,15763093,Nucci,Female,35,128369.75,198256.15
9330,15572073,Yao,Male,35,0,62634.94
9331,15780256,Palfreyman,Male,34,0,114006.35
9332,15659305,Webster,Male,19,166133.28,107994.99
9333,15638882,Cardell,Female,62,148214.36,48571.14
9334,15714680,Bianchi,Female,78,121206.96,76016.49
9335,15777217,Somadina,Male,25,0,180808.39
9336,15739123,Mellor,Male,50,127552.85,4225.11
9337,15594450,Tomlinson,Male,49,159458.53,135841.35
9338,15797751,Pai,Female,47,102085.72,183536.24
9339,15691543,Lennox,Male,58,142537.18,88791.83
9340,15722845,Meldrum,Male,29,182781.74,63732.9
9341,15605804,Watson,Male,45,0,1364.54
9342,15702061,Findlay,Male,29,0,149184.15
9343,15694321,Su,Female,28,0,53394.12
9344,15798749,Davidson,Female,43,152063.59,97910.06
9345,15720050,Barrett,Female,28,110997.76,101433.76
9346,15758048,Miah,Male,50,148942,116944.3
9347,15805681,Chamberlain,Male,41,0,113267.48
9348,15802809,Vidal,Female,36,84438.57,181449.51
9349,15807239,Lung,Female,34,93920.47,179913.98
9350,15749093,Tretyakova,Male,43,158713.08,98586.14
9351,15689344,Montgomery,Male,42,0,120321.09
9352,15606076,Golubev,Male,63,123204.88,100538.8
9353,15610090,Han,Male,40,72945.29,98931.5
9354,15693926,Pan,Male,37,178742.71,194493.57
9355,15791501,Carroll,Male,43,0,143628.31
9356,15621870,Hawkins,Female,40,0,167030.51
9357,15734711,Loggia,Male,42,0,77786.37
9358,15814405,Chesnokova,Female,46,0,81014.5
9359,15729359,Chambers,Female,29,0,41866.26
9360,15606944,Fleming,Male,43,140121.17,11302.7
9361,15671934,Veale,Male,39,132906.88,149384.43
9362,15641773,Browne,Male,45,179334.83,169303.65
9363,15701972,Parsons,Male,35,137179.39,37264.11
9364,15749114,Bailey,Male,35,0,19515.48
9365,15780362,Ferrari,Female,49,119960.29,103068.22
9366,15753229,Genovese,Male,29,127414.55,134459.12
9367,15656009,McIntyre,Female,36,0,70496.66
9368,15785024,Warner,Female,40,137409.19,175877.7
9369,15670492,Gordon,Male,28,0,106390.01
9370,15795458,McMillan,Female,39,0,52138.49
9371,15732438,Cheng,Male,43,0,18522.91
9372,15781987,Akhtar,Male,31,112494.99,32231.6
